"","ppid","trial_num","block_num","trial_num_in_block","start_time","end_time","target_angle","angular_dev_h","plane_visible","high_targets","rotated_session"
"595",7,79,4,7,816.0115,820.0229,120,0.723271986197375,TRUE,FALSE,FALSE
"596",7,80,4,8,820.0229,823.2339,100,0.255081762536832,TRUE,FALSE,FALSE
"597",7,81,4,9,823.2339,826.4005,80,-12.9254007440384,TRUE,FALSE,FALSE
"598",7,82,4,10,826.4005,832.8449,60,-30.3476430949974,TRUE,FALSE,FALSE
"599",7,83,4,11,832.8449,835.9671,40,-16.8876333181962,TRUE,FALSE,FALSE
"600",7,84,4,12,835.9671,840.1897,140,15.8599603712154,TRUE,FALSE,FALSE
"601",7,100,6,1,886.6012,889.8457,40,-2.91021831489696,FALSE,TRUE,FALSE
"602",7,101,6,2,889.8457,894.3235,140,5.26514046021373,FALSE,TRUE,FALSE
"603",7,102,6,3,894.3235,897.2125,80,-16.4099885529149,FALSE,TRUE,FALSE
"604",7,103,6,4,897.2125,901.0347,120,24.5445255655582,FALSE,TRUE,FALSE
"605",7,104,6,5,901.0347,905.4237,100,-0.0125784249864438,FALSE,TRUE,FALSE
"606",7,105,6,6,905.4237,909.9349,60,-23.8565259034613,FALSE,TRUE,FALSE
"607",7,106,6,7,909.9349,915.8569,120,28.3924977537511,FALSE,TRUE,FALSE
"608",7,107,6,8,915.8569,920.4016,100,21.9873088302877,FALSE,TRUE,FALSE
"609",7,108,6,9,920.4016,923.946,40,-0.239543685429261,FALSE,TRUE,FALSE
"610",7,109,6,10,923.946,928.6238,140,22.1364316680686,FALSE,TRUE,FALSE
"611",7,110,6,11,928.6238,935.1022,80,-26.095677480916,FALSE,TRUE,FALSE
"612",7,111,6,12,935.1022,939.9576,60,-27.2968422578533,FALSE,TRUE,FALSE
"613",7,127,8,1,981.2913,985.2801,120,2.06194368281356,TRUE,TRUE,FALSE
"614",7,128,8,2,985.2801,988.6804,140,15.4235866793961,TRUE,TRUE,FALSE
"615",7,129,8,3,988.6804,993.7802,40,-38.6633410216709,TRUE,TRUE,FALSE
"616",7,130,8,4,993.7802,997.3915,100,21.7670659154997,TRUE,TRUE,FALSE
"617",7,131,8,5,997.3915,1000.469,80,-27.7968175611025,TRUE,TRUE,FALSE
"618",7,132,8,6,1000.469,1003.869,60,-51.5327149681591,TRUE,TRUE,FALSE
"619",7,133,8,7,1003.869,1008.491,120,45.3717916822337,TRUE,TRUE,FALSE
"620",7,134,8,8,1008.491,1012.637,140,39.280241638487,TRUE,TRUE,FALSE
"621",7,135,8,9,1012.637,1016.48,40,-25.8393809397804,TRUE,TRUE,FALSE
"622",7,136,8,10,1016.48,1023.914,80,-34.3041340604912,TRUE,TRUE,FALSE
"623",7,137,8,11,1023.914,1030.159,60,-7.16447489351145,TRUE,TRUE,FALSE
"624",7,138,8,12,1030.159,1035.181,100,24.1596945456694,TRUE,TRUE,FALSE
"625",7,229,10,1,1629.222,1639.222,60,-42.3032116561296,FALSE,FALSE,TRUE
"626",7,230,10,2,1639.222,1647.266,140,-33.0993926767787,FALSE,FALSE,TRUE
"627",7,231,10,3,1647.266,1655.777,80,-51.7680817413365,FALSE,FALSE,TRUE
"628",7,232,10,4,1655.777,1663.611,100,-32.875747310675,FALSE,FALSE,TRUE
"629",7,233,10,5,1663.611,1667.211,120,-30.3684565253377,FALSE,FALSE,TRUE
"630",7,234,10,6,1667.211,1670.989,40,-18.0763597027821,FALSE,FALSE,TRUE
"631",7,235,10,7,1670.989,1676.955,120,1.17459561540412,FALSE,FALSE,TRUE
"632",7,236,10,8,1676.955,1683.756,140,-12.5519914314231,FALSE,FALSE,TRUE
"633",7,237,10,9,1683.756,1687.567,40,6.64283203935528,FALSE,FALSE,TRUE
"634",7,238,10,10,1687.567,1692.489,80,-0.723056410263126,FALSE,FALSE,TRUE
"635",7,239,10,11,1692.489,1700.911,100,0.113074493424222,FALSE,FALSE,TRUE
"636",7,240,10,12,1700.911,1705.456,60,-10.6364886083381,FALSE,FALSE,TRUE
"637",7,256,12,1,1769.401,1772.368,80,-55.7882456890303,TRUE,FALSE,TRUE
"638",7,257,12,2,1772.368,1777.901,120,5.89086647972255,TRUE,FALSE,TRUE
"639",7,258,12,3,1777.901,1781.59,140,2.52382043863864,TRUE,FALSE,TRUE
"640",7,259,12,4,1781.59,1785.312,40,-16.0083082860988,TRUE,FALSE,TRUE
"641",7,260,12,5,1785.312,1791.301,100,15.3993095707768,TRUE,FALSE,TRUE
"642",7,261,12,6,1791.301,1797.346,60,-33.0167388814249,TRUE,FALSE,TRUE
"643",7,262,12,7,1797.346,1801.979,120,7.39103268682874,TRUE,FALSE,TRUE
"644",7,263,12,8,1801.979,1806.513,60,-28.1268630187273,TRUE,FALSE,TRUE
"645",7,264,12,9,1806.513,1812.391,40,-12.5729245954324,TRUE,FALSE,TRUE
"646",7,265,12,10,1812.391,1816.78,100,8.48915484223971,TRUE,FALSE,TRUE
"647",7,266,12,11,1816.78,1820.857,80,-24.9920201985587,TRUE,FALSE,TRUE
"648",7,267,12,12,1820.857,1824.991,140,-3.871782568188,TRUE,FALSE,TRUE
"649",7,283,14,1,1870.913,1875.98,100,-45.1541776321475,FALSE,TRUE,TRUE
"650",7,284,14,2,1875.98,1881.891,120,18.3197013325324,FALSE,TRUE,TRUE
"651",7,285,14,3,1881.891,1885.192,60,-20.6192447621765,FALSE,TRUE,TRUE
"652",7,286,14,4,1885.192,1889.391,140,8.72229713313354,FALSE,TRUE,TRUE
"653",7,287,14,5,1889.391,1893.68,40,-7.80426606528676,FALSE,TRUE,TRUE
"654",7,288,14,6,1893.68,1897.347,80,-10.6514109429568,FALSE,TRUE,TRUE
"655",7,289,14,7,1897.347,1902.414,120,5.09581678702615,FALSE,TRUE,TRUE
"656",7,290,14,8,1902.414,1905.636,60,-3.00443647599228,FALSE,TRUE,TRUE
"657",7,291,14,9,1905.636,1909.581,40,9.56322975423785,FALSE,TRUE,TRUE
"658",7,292,14,10,1909.581,1913.914,80,-10.3989094338782,FALSE,TRUE,TRUE
"659",7,293,14,11,1913.914,1917.347,100,-1.28254303540034,FALSE,TRUE,TRUE
"660",7,294,14,12,1917.347,1922.758,140,15.4184255174314,FALSE,TRUE,TRUE
"661",7,310,16,1,1970.515,1974.548,140,-9.89230707017273,TRUE,TRUE,TRUE
"662",7,311,16,2,1974.548,1980.892,40,-32.6710042851774,TRUE,TRUE,TRUE
"663",7,312,16,3,1980.892,1984.47,100,-13.6214847041173,TRUE,TRUE,TRUE
"664",7,313,16,4,1984.47,1989.059,60,-33.3510604794784,TRUE,TRUE,TRUE
"665",7,314,16,5,1989.059,1994.027,120,9.49452214202168,TRUE,TRUE,TRUE
"666",7,315,16,6,1994.027,2000.848,80,-44.5695773794734,TRUE,TRUE,TRUE
"667",7,316,16,7,2000.848,2004.126,40,-15.0299397463177,TRUE,TRUE,TRUE
"668",7,317,16,8,2004.126,2007.515,80,0.211463110559833,TRUE,TRUE,TRUE
"669",7,318,16,9,2007.515,2011.893,100,11.3567726734048,TRUE,TRUE,TRUE
"670",7,319,16,10,2011.893,2016.315,140,1.64307410258121,TRUE,TRUE,TRUE
"671",7,320,16,11,2016.315,2020.349,60,-11.5577847141027,TRUE,TRUE,TRUE
"672",7,321,16,12,2020.349,2024.604,120,53.6069686322613,TRUE,TRUE,TRUE
